t ax ay az w1 w2 w3
9.171524 0.715403 0.270370 8.094339 -0.213630 3.509629 2.563555
9.179129 0.717795 0.184234 8.192438 3.631703 6.012146 3.570666
9.187293 0.713010 0.138774 8.230720 6.561480 8.362072 3.570666
9.194884 0.528776 0.265584 8.429310 8.026368 8.453627 2.594073
9.202489 0.409143 0.416321 8.419739 7.965331 7.782220 2.471999
9.210645 0.138774 0.729759 8.587225 7.019257 6.286813 4.303110
9.218232 0.236872 0.763256 8.618329 6.042665 4.394665 6.286813
9.226384 0.342149 0.643623 8.687716 5.066073 1.892148 7.049776
9.233975 0.464174 0.382824 8.702072 5.218665 -1.434370 7.446516
9.241568 0.763256 0.244050 8.582440 5.890072 -4.577776 8.056887
9.249730 1.107797 0.224909 8.501090 5.829035 -7.232887 7.477035
9.257320 1.552831 0.363683 8.508267 4.852443 -8.239998 6.561480
9.265483 2.124674 0.435463 8.321641 2.807703 -6.408887 4.669332
9.273071 2.689340 0.543132 8.235505 -0.549333 -0.610370 1.586962
9.281185 3.445418 0.454604 8.292929 -5.706961 7.904294 -2.807703
9.289356 4.012476 0.476138 8.769066 -11.597034 18.189032 -7.721183
9.297001 4.491006 0.325401 8.910233 -18.250069 27.161473 -14.007996
9.305514 4.766161 0.660372 9.302628 -28.321177 30.945769 -22.675253
9.313875 5.381072 0.784790 9.738090 -39.735099 33.356731 -33.051546
9.322099 6.098868 0.662764 9.661525 -47.029023 36.500137 -41.016877
9.329742 6.842982 0.715403 10.207050 -49.745170 43.305765 -43.977172
9.337980 7.247340 0.523991 10.900919 -47.578356 52.369762 -40.589618
9.345639 7.103781 0.528776 11.582824 -41.749321 58.412427 -31.769768
9.353870 6.826234 0.602948 12.006323 -32.197027 59.053316 -18.951994
9.361543 6.072549 0.423499 12.377184 -21.790216 53.651540 -2.166814
9.369187 5.323649 0.337364 12.133134 -13.489181 40.711692 13.153478
9.377762 4.967144 0.100491 11.850801 -3.784295 19.257179 30.365917
9.386125 4.732664 0.031104 11.456014 5.401776 -2.410962 43.946654
9.393869 5.230335 0.686691 10.664046 12.909330 -23.468734 54.597613
9.402112 5.854817 1.428413 10.137663 14.862514 -37.446211 64.943388
9.410339 6.754454 1.504978 9.410297 11.749626 -44.007691 73.152867
9.417995 7.694766 1.926084 9.316984 7.293924 -41.291543 78.127384
9.425625 7.584704 2.119889 9.197351 -0.671407 -30.335398 79.134495
9.433823 7.022431 1.911728 8.599188 -7.843257 -20.844142 79.012421
9.441458 6.517582 1.827985 8.017774 -13.183996 -13.245033 77.639088
9.449104 6.156291 1.605469 7.627772 -15.991699 -9.643849 75.228126
9.457296 6.170647 0.928349 8.089554 -18.219550 -1.556444 72.908719
9.464942 6.390771 0.193805 8.266610 -13.214515 12.909330 75.167089
9.473261 6.244819 -0.811109 8.575262 2.441481 35.798212 72.328867
9.481777 6.560649 -2.490750 10.137663 21.423994 62.135685 65.126499
9.489996 6.012732 -3.038667 10.958342 42.115543 84.719382 59.633168
9.498219 3.988549 -2.021790 12.164238 63.295389 89.114048 49.562059
9.505879 2.129460 -0.490493 13.334245 80.141606 73.763237 39.582507
9.513552 1.507370 1.648537 14.351122 86.275826 44.892727 30.182806
9.521776 -1.691604 2.361547 13.831916 76.601459 -4.364147 18.585772
9.529418 -2.273019 2.521854 12.563811 60.213019 -60.060427 8.301035
9.537928 -2.797009 2.253877 10.408032 42.420728 -109.164708 0.335704
9.546411 -2.904678 1.997864 8.008203 22.461623 -148.014771 -4.333628
9.554754 -2.213202 1.222645 6.055800 2.258370 -164.159062 -10.650960
9.563298 -2.002649 1.167614 4.680026 -20.844142 -157.567064 -14.374218
9.571799 -0.732151 -0.157915 3.414313 -37.079989 -133.060701 -15.717032
9.579450 -1.533689 -1.141295 5.201624 -54.109317 -103.061007 -6.805628
9.587791 -0.607733 -3.914377 6.326170 -58.412427 -59.389019 -3.875851
9.596139 -1.741850 -3.713395 6.211322 -46.784875 3.357036 -11.871700
9.604516 -4.775732 -2.763512 6.256783 -32.471694 44.923246 -25.025178
9.612892 -8.321641 -1.674856 6.467336 -13.672292 62.013611 -30.610065
9.620518 -9.974963 -0.411536 5.474386 11.108737 68.758202 -35.157323
9.628737 -13.496945 1.237001 6.058193 28.778954 47.151097 -45.014801
9.636389 -15.159838 2.387866 6.223286 34.546953 9.338664 -52.217170
9.644601 -15.195727 2.529032 6.237642 27.619251 -28.107547 -54.841762
9.652244 -14.087930 2.440504 6.113224 12.482070 -50.721763 -55.696280
9.660712 -11.939329 1.950011 5.790216 -4.760887 -54.383984 -48.951689
9.668776 -9.039436 0.844606 5.797394 -16.144292 -36.286508 -31.006806
9.677886 -7.548814 -0.339756 6.158684 -22.064882 -0.183111 1.037629
9.685509 -6.086905 -0.677120 7.405255 -24.719993 44.740135 26.062807
9.693757 -5.871566 -0.990558 8.407776 -25.971252 91.097751 42.451247
9.701408 -6.180218 -0.492886 9.025080 -26.184881 123.447371 53.346355
9.709061 -7.142064 -0.473745 9.532322 -20.691549 134.372997 62.685018
9.717639 -7.907712 -0.299081 9.661525 -10.528886 119.998779 68.849757
9.725982 -7.910105 0.301474 10.068276 -1.495407 87.588122 73.519089
9.734141 -8.020167 0.933134 9.383978 0.701926 55.207984 68.758202
9.742336 -8.245076 1.215467 8.833668 -1.251259 25.971252 54.689169
9.749970 -7.376543 1.141295 8.345567 -5.340739 1.373333 35.401471
9.758173 -6.756847 1.246571 7.347832 -12.756737 -14.221625 13.885922
9.765818 -5.866781 1.361419 6.491263 -19.653920 -26.215400 -3.936888
9.773449 -4.747020 1.059944 5.809357 -27.588733 -36.011841 -19.562365
9.782013 -3.768426 -0.263192 5.419355 -26.917325 -38.483840 -29.816584
9.790401 -3.313822 -1.220252 5.254262 -17.029328 -34.669027 -34.546953
9.798141 -3.356890 -1.806452 5.426533 -3.509629 -26.947844 -36.530656
9.806340 -3.935911 -1.749028 5.826106 11.780145 -21.210364 -35.615101
9.814560 -4.804443 -1.186755 6.096475 25.025178 -19.867550 -31.800287
9.822211 -5.754326 -0.583807 6.536723 35.065767 -22.034364 -27.100436
9.830430 -7.046358 -0.323008 6.969793 41.352580 -24.750511 -23.926511
9.838080 -7.876608 0.131596 7.316727 43.244728 -27.771844 -23.285623
9.846543 -7.979492 0.590985 7.974706 44.343394 -29.053621 -23.834956
9.854353 -8.639863 0.512027 8.096731 50.050356 -29.786065 -24.842067
9.862704 -9.249989 0.875710 8.094339 60.335093 -33.265175 -27.314066
9.870419 -9.498825 1.581542 8.065627 71.169164 -40.437025 -32.563250
9.878709 -9.168639 2.241914 8.345567 77.242347 -48.219245 -36.805322
9.886416 -8.355138 2.268233 8.529801 74.831385 -53.682058 -38.483840
9.894706 -7.611023 1.976330 8.113480 63.905759 -56.489761 -42.420728
9.902367 -7.108567 1.354241 7.276052 47.914060 -56.978057 -49.012726
9.910016 -6.161077 0.775219 6.242427 32.929472 -54.963836 -56.428724
9.918243 -5.275796 0.504849 5.342790 20.996735 -46.571245 -60.365612
9.926662 -4.723093 0.014356 4.869045 11.780145 -33.326212 -60.975982
9.935014 -4.065114 -0.624482 4.895364 5.890072 -16.663106 -60.548723
9.943234 -3.433454 -0.600555 5.483956 5.493332 -0.946074 -58.229316
9.950867 -3.019526 -0.198590 6.163469 8.331553 12.451552 -53.926206
9.959237 -3.263576 0.504849 7.091818 9.369182 23.926511 -50.782800
9.966873 -3.861739 1.110190 7.544029 5.127110 31.556139 -51.362651
9.975014 -3.679897 1.576757 7.725871 -3.173925 33.173620 -53.773614
9.983302 -3.464559 1.777740 7.802435 -12.512589 27.008881 -53.376873
9.991081 -3.076949 1.227430 7.584704 -20.538957 21.362957 -49.287393
9.999417 -2.567315 0.945097 7.419611 -27.039399 14.343699 -41.291543
10.007128 -1.615040 0.588592 7.759368 -30.304880 7.263405 -28.870510
10.015971 -0.689084 0.244050 7.979492 -29.908139 -2.349925 -8.545183
10.024707 0.555095 -0.090921 8.233113 -23.712882 -9.277627 13.611255
10.032981 2.497928 -1.672463 8.556120 -14.130070 -8.941923 27.130955
10.041232 2.978851 -0.985772 8.309677 -0.610370 -1.464888 30.640584
10.048869 3.275539 -0.313437 8.424525 12.909330 9.430219 31.037324
10.057287 3.459774 0.660372 8.979620 22.034364 17.670217 34.821619
10.065740 2.995599 1.753813 9.613672 19.043550 18.921476 48.707541
10.074119 3.809101 1.995471 10.041957 11.322367 20.661031 57.863094
10.082355 3.895236 2.261055 9.840974 3.173925 20.996735 62.410352
10.090856 3.541124 3.048238 9.831404 -5.523850 14.770959 65.126499
10.099838 3.911985 3.285110 10.185516 -12.726218 5.584887 70.467238
10.108793 5.132237 2.615168 10.924845 -15.503403 4.486221 78.463088
10.117565 6.412305 1.323136 11.549327 -11.993774 12.237922 84.688864
10.126542 7.587097 0.291903 11.427302 -2.563555 19.043550 85.299234
10.135540 8.417347 -0.531169 11.673745 6.561480 20.386364 81.118198
10.144079 9.104038 -0.576629 11.568468 11.505478 16.327403 71.321757
10.152336 9.398334 -0.334971 11.712027 15.381329 7.995849 55.940428
10.160591 9.814655 -0.153130 11.915403 17.456587 -5.157628 31.525620
10.168244 10.269259 -0.323008 12.099637 18.158513 -18.677328 8.148442
10.176584 11.137791 -0.002393 11.915403 19.196142 -39.490951 -24.628437
10.184968 10.843495 0.306259 11.305277 19.196142 -56.031983 -57.252724
10.193236 9.953429 1.382952 10.101773 16.632588 -69.795831 -82.216865
10.200912 8.654219 2.057680 9.142320 9.308145 -78.920866 -97.567675
10.209076 7.445930 2.603204 8.223542 -2.502518 -84.933012 -103.732414
10.218078 6.455373 3.069771 7.316727 -20.508438 -89.999084 -102.633747
10.226450 5.842854 2.562529 6.594147 -35.431990 -85.879086 -96.865749
10.234668 5.613160 1.830378 6.208930 -43.336283 -77.333903 -85.848567
10.242321 5.445674 0.966631 6.187396 -44.251839 -63.783685 -67.781610
10.250660 5.180090 0.210553 6.376415 -37.690359 -43.885617 -45.411542
10.259213 5.156163 0.641231 6.993719 -27.405622 -19.379254 -25.543992
10.267449 4.672848 0.894852 7.768938 -14.526811 7.049776 -10.803552
10.275802 3.629652 1.325529 8.613544 -5.676443 27.558214 -2.105777
10.283429 2.258663 1.622217 9.340910 -1.342814 41.199988 4.028443
10.291886 1.146080 1.782525 9.683059 1.342814 43.580432 8.514664
10.300363 0.301474 1.782525 9.874471 6.073183 36.042360 12.451552
10.308006 -0.177056 1.655715 10.082632 9.887997 24.506363 16.083254
10.316379 -0.361290 1.184362 9.984533 15.472884 7.110813 20.905179
10.324556 -0.239265 0.748900 9.690237 21.118809 -5.218665 25.452437
10.332220 0.074172 0.693869 9.472506 25.818659 -13.061922 27.466659
10.339891 0.504849 0.497671 9.443794 28.687399 -16.052736 26.673177
10.348316 0.966631 0.540739 9.242811 31.067843 -15.137181 23.590808
10.356293 1.098227 0.854176 8.986798 31.159398 -10.895108 20.020142
10.364673 0.990558 0.952275 8.929374 29.663991 -3.662221 16.510514
10.372391 0.799145 0.909207 8.924589 27.558214 3.082369 13.580737
10.380748 0.571844 0.856569 9.058577 24.658956 7.995849 10.681478
10.388980 0.229695 1.009699 9.111216 21.698660 7.965331 7.812738
10.396608 -0.095706 1.083871 9.163854 17.761773 4.486221 4.730369
10.404230 -0.076565 1.074300 8.876736 14.404736 -0.305185 1.403851
10.412437 0.069387 1.009699 8.596796 11.505478 -4.913480 -1.709037
10.420073 0.086135 1.110190 8.314463 5.645924 -9.765923 -3.662221
10.427679 0.205768 0.992950 8.036915 -0.091556 -13.428144 -4.882962
10.435872 0.442640 1.014484 7.828755 -6.439405 -15.289773 -4.791406
10.443501 0.629267 0.995343 7.855074 -11.139256 -13.550218 -4.181036
10.451993 0.698654 1.057552 7.819184 -13.489181 -9.796442 -3.357036
10.460320 0.464174 0.916385 7.984277 -13.336589 -5.554369 -1.739555
10.468092 0.433070 0.758470 8.266610 -10.711997 -4.303110 -0.183111
10.476472 0.447426 0.473745 8.233113 -6.073183 -5.737480 1.373333
10.484113 0.598163 0.370861 8.032130 -1.068148 -8.362072 2.471999
10.491740 0.717795 0.449818 8.070412 2.502518 -10.193182 2.716147
10.499984 0.909207 0.768041 7.826362 5.035554 -11.932737 1.922666
10.507618 1.229823 0.913993 7.826362 4.974517 -11.383404 0.701926
10.515830 1.478658 0.947490 7.651698 3.662221 -8.758812 -0.854518
10.523438 1.409272 1.131724 7.539244 2.227851 -6.195257 -1.648000
10.531035 1.452339 1.153258 7.563170 -0.366222 -4.272591 -2.014222
10.538643 1.485836 1.062337 7.508139 -1.983703 -1.098666 -0.976592
10.546827 1.366204 1.050374 7.646913 -2.899258 4.516739 0.488296
10.554438 1.093442 0.976202 7.886178 -2.929777 10.437330 0.579852
10.562080 0.890066 0.923563 8.209186 -1.953185 14.801477 0.549333
10.570419 0.646016 0.935527 8.479556 -0.305185 15.961180 0.061037
10.578796 0.583807 0.799145 8.771459 1.617481 12.604144 -0.335704
10.587207 0.713010 0.729759 8.778637 3.845332 6.012146 -1.159703
10.595402 0.870925 0.722581 8.596796 5.066073 0.061037 -1.556444
10.603031 0.971416 0.768041 8.467592 4.516739 -3.997925 -1.678518
10.611210 1.059944 0.911600 8.486734 2.563555 -5.676443 -2.044740
10.618816 1.210681 1.071908 8.302499 -0.366222 -3.784295 -2.166814
10.627004 1.248964 1.198718 8.192438 -4.364147 0.732444 -2.838221
10.634608 1.112583 1.265712 8.345567 -7.995849 4.119999 -3.021332
10.642202 0.916385 1.143687 8.218757 -10.010071 7.751701 -3.021332
10.650407 0.691476 0.870925 8.273788 -8.392590 11.810663 -1.159703
10.658039 0.717795 0.684298 8.632685 -5.767998 14.801477 0.274667
10.665694 0.686691 0.397180 8.795386 -2.227851 15.930662 1.770074
10.673977 0.641231 0.535954 9.037043 2.441481 15.198218 2.655110
10.681633 0.734544 0.607733 9.139927 5.432295 12.970367 3.479110
10.689266 0.746507 0.784790 9.127964 6.591998 9.521775 4.211554
10.697459 0.734544 0.940312 8.915018 6.500443 7.080294 4.638813
10.705072 0.643623 1.045589 8.721213 4.669332 6.195257 4.943999
10.712692 0.571844 1.009699 8.505875 1.709037 6.500443 5.066073
10.720900 0.557488 1.138902 8.314463 -1.617481 7.080294 4.943999
10.728523 0.538347 1.091049 8.448451 -3.662221 6.775109 4.150517
10.736134 0.358898 1.083871 8.649434 -5.218665 5.157628 2.319407
10.744323 0.416321 0.947490 8.623115 -5.981628 1.983703 0.762963
10.751950 0.523991 0.780004 8.637471 -5.706961 -0.122074 -1.068148
10.759584 0.650801 0.701047 8.539372 -4.821924 -0.762963 -2.288888
10.767726 0.870925 0.777612 8.350352 -4.028443 -0.335704 -3.692740
10.776219 0.983380 0.801538 8.326426 -5.340739 1.373333 -3.570666
10.784551 1.055159 0.863747 8.280966 -7.019257 4.089480 -2.960295
10.792745 0.758470 0.772826 8.405383 -8.117924 6.317331 -1.739555
10.800353 0.480923 0.677120 8.556120 -8.697775 7.263405 -0.732444
10.808489 0.272762 0.669942 8.572869 -9.247108 5.645924 -0.335704
10.816688 0.363683 0.523991 8.709250 -8.850368 1.922666 -0.793481
10.824306 0.289511 0.540739 8.704465 -7.873775 -0.885037 -1.007111
10.832662 0.361290 0.607733 8.649434 -6.134220 -3.326518 -1.129185
10.840375 0.430677 0.610126 8.429310 -4.882962 -3.845332 -0.976592
10.848472 0.607733 0.655586 8.283358 -3.601184 -3.051851 -0.824000
10.856268 0.758470 0.739329 8.178082 -2.685629 -1.251259 0.244148
10.864620 0.698654 0.667550 8.273788 -2.197333 1.525925 2.075259
10.872339 0.653194 0.722581 8.216364 -1.434370 3.753777 3.814814
10.880662 0.564666 0.768041 8.367101 0.061037 5.340739 6.103702
10.888980 0.485708 0.837428 8.539372 1.312296 5.157628 8.606220
10.896596 0.459389 0.760863 8.517838 2.746666 3.631703 10.895108
10.905146 0.507242 0.614911 8.558513 3.601184 1.922666 12.573626
10.913500 0.677120 0.495279 8.525016 3.845332 1.037629 13.092441
10.921197 0.768041 0.507242 8.376672 3.570666 -0.183111 13.855403
10.929397 1.024055 0.497671 8.331211 1.678518 -0.488296 12.939848
10.937033 1.359026 0.543132 8.101517 -0.457778 0.122074 11.597034
10.945370 1.684426 0.665157 7.993847 -4.150517 1.495407 9.460738
10.952973 1.950011 0.763256 7.969921 -8.423109 4.577776 7.965331
10.961166 2.261055 0.858962 7.912497 -12.695700 9.033479 6.012146
10.968807 2.325657 0.794360 8.161333 -15.320292 13.977477 4.150517
10.976454 2.330442 0.526383 8.240291 -16.510514 17.853328 1.312296
10.984680 2.213202 0.418714 8.501090 -15.991699 18.311106 -1.464888
10.992327 2.356761 0.241658 8.792993 -14.770959 16.632588 -2.838221
10.999974 2.670199 0.002393 8.993976 -11.444441 14.007996 -3.265481
11.009074 3.139158 -0.251228 9.025080 -5.554369 10.834071 -3.387555
11.017969 3.986157 0.043068 9.104038 -1.220740 13.122959 -5.859554
11.026969 4.352232 0.390002 9.094467 0.579852 17.029328 -5.859554
11.035331 4.749413 0.483316 9.321769 1.068148 23.590808 -4.943999
11.043811 4.931254 0.588592 9.639991 1.220740 27.222510 -4.242073
11.052144 5.467208 0.815894 10.006067 0.122074 27.497177 -3.936888
11.060319 6.778381 1.057552 10.089810 -1.251259 24.414808 -3.021332
11.068723 7.855074 1.074300 9.941465 -2.807703 23.010956 -1.709037
11.077434 8.960479 0.887674 9.405512 -4.455702 23.865474 -0.122074
11.085731 9.735698 0.677120 8.989190 -3.753777 28.412732 1.770074
11.093384 10.202264 0.760863 8.661397 -1.953185 37.202063 3.509629
11.101632 10.403247 0.913993 8.580047 1.678518 48.921171 6.317331
11.109299 10.183123 1.244179 8.687716 4.486221 61.555834 9.704886
11.117461 10.051527 2.170135 9.082504 4.699850 72.969756 13.122959
11.125974 9.745268 2.866396 9.467721 1.648000 80.477309 14.893033
11.134930 9.113608 3.182226 9.833796 -2.746666 85.482345 19.775994
11.143889 8.592010 3.064986 10.360179 -9.582812 86.153752 23.468734
11.152677 8.326426 2.299338 10.872207 -15.991699 81.240272 29.023103
11.161636 8.158940 1.662893 11.092331 -18.555254 71.443831 39.765618
11.170592 7.431574 0.806323 11.156932 -14.252144 55.879391 49.104282
11.179566 5.940953 -0.282333 11.027729 -1.831111 38.880581 55.207984
11.188295 4.053151 -0.875710 10.821961 13.031404 16.937773 54.811243
11.197245 3.258791 -0.543132 10.869814 31.067843 -8.239998 49.104282
11.205488 2.452467 -0.626875 10.951164 45.442061 -27.466659 42.023988
11.213163 1.856697 -0.495279 10.924845 57.863094 -48.982208 26.612140
11.221533 1.792096 0.660372 10.781286 66.866054 -65.919980 11.902219
11.229840 2.155779 0.473745 10.364965 72.237312 -75.411237 5.645924
11.238072 1.313565 0.507242 8.828883 74.983978 -81.087680 -0.518815
11.246446 1.404486 -0.911600 7.924461 78.005310 -77.852718 -12.848292
11.254744 -2.014612 0.346934 9.427046 69.917905 -82.430494 -22.583697
11.263114 -2.560137 0.849391 8.230720 59.144871 -84.475234 -45.655690
11.270845 -3.722965 0.930741 7.323905 53.621021 -76.387829 -66.011536
11.279088 -6.510404 1.945225 7.055928 42.359691 -49.714652 -89.388714
11.286752 -8.934159 1.512156 7.893356 23.010956 -66.011536 -100.100711
11.295003 -9.549071 0.739329 5.036531 3.845332 -54.475539 -109.683523
11.302663 -10.915275 0.825465 4.079470 -11.871700 -41.261025 -113.101596
11.310917 -11.915403 1.787310 3.931126 -31.861324 -31.373028 -108.615375
11.319183 -10.635334 2.430934 4.249348 -59.938353 -9.887997 -92.715232
11.327555 -8.953301 2.811365 5.309293 -85.116123 24.506363 -75.106052
11.335279 -8.611151 2.878359 6.079727 -99.246193 62.501907 -58.687094
11.343526 -8.400598 1.454732 6.864516 -102.206488 92.287973 -45.564135
11.351755 -12.992096 1.244179 7.737834 -93.966491 89.419233 -35.370952
11.359429 -14.877505 0.035890 7.457894 -71.565905 69.124424 -33.692434
11.368032 -15.236402 -0.634053 7.359795 -43.733024 32.776879 -31.617176
11.376414 -13.925230 -1.282461 8.087161 -27.863399 -3.723258 -22.522660
11.384114 -11.372271 -1.370989 8.544157 -16.449477 -16.968291 -12.543107
11.392484 -7.510532 -2.871181 9.671096 -7.843257 -19.837031 0.244148
11.400683 -8.044093 -2.320872 8.304892 0.335704 -13.428144 10.620441
11.409024 -5.553343 -3.883273 9.135142 13.916440 -2.075259 22.705771
11.417372 -5.053279 -3.916770 9.137535 21.454512 0.854518 35.798212
11.425535 -2.718052 -4.024439 10.501346 24.140141 -3.143406 48.554949
11.433757 -3.689468 -2.129460 8.675753 17.822810 -4.272591 58.565020
11.441398 -4.797266 -1.172399 8.202008 16.571551 -15.106662 58.442946
11.449629 -5.093954 -0.234480 7.989062 17.700735 -20.783105 49.104282
11.457276 -5.196838 0.801538 7.347832 21.607105 -30.335398 38.605914
11.465470 -4.658492 1.638966 6.799915 20.599994 -41.749321 27.191992
11.474108 -4.404871 1.720316 6.321384 17.303995 -48.402356 17.242958
11.481800 -3.895236 1.464302 6.189789 14.343699 -47.822504 10.773034
11.490200 -3.385601 1.086264 5.979235 11.688589 -41.261025 5.676443
11.498431 -3.328178 0.667550 6.134758 10.956145 -30.945769 4.211554
11.506093 -3.323392 0.320615 6.443410 11.841182 -19.653920 4.486221
11.513744 -3.371245 0.133988 6.565435 13.824885 -10.132145 5.249184
11.521398 -3.885665 0.263192 6.859731 16.113773 -4.821924 6.103702
11.529624 -4.558000 0.500064 7.347832 21.240883 -4.028443 8.331553
11.538079 -5.194446 0.768041 8.015381 28.168584 -3.448592 10.895108
11.546481 -5.938560 1.040803 8.783422 32.532731 -0.701926 11.108737
11.554128 -6.551079 1.198718 9.242811 37.720878 5.066073 12.573626
11.562348 -7.261696 1.275283 9.393548 43.977172 9.949034 15.381329
11.569997 -8.089554 1.363811 9.565819 49.531541 13.275552 17.029328
11.578232 -8.692502 1.222645 9.824226 52.827540 10.162664 17.822810
11.585895 -8.993976 1.452339 9.398334 53.010651 -2.014222 17.365032
11.593531 -9.139927 1.751421 9.199744 51.362651 -17.426069 14.709922
11.601913 -9.118394 2.160564 8.606366 46.082949 -34.699545 10.162664
11.610374 -8.792993 2.387866 8.161333 38.117618 -43.885617 6.042665
11.618794 -8.158940 2.038539 7.658876 27.039399 -47.181616 1.068148
11.626454 -7.477035 1.418842 7.046358 18.799402 -44.740135 -3.692740
11.634673 -6.376415 1.203504 6.481692 11.017182 -36.622211 -6.866665
11.642324 -5.826106 0.916385 6.185003 6.653035 -26.612140 -10.498367
11.650489 -5.431318 0.610126 5.491134 4.516739 -11.200293 -13.794366
11.659523 -5.617945 0.904422 5.031745 6.317331 7.263405 -15.869625
11.667715 -5.751933 1.892587 5.373894 4.028443 19.287698 -12.909330
11.675360 -5.352361 2.189276 5.960094 -5.127110 22.766808 -9.430219
11.683565 -4.428797 1.744243 6.603717 -21.240883 21.118809 -6.408887
11.691204 -3.806708 0.985772 6.890835 -33.051546 16.754662 -5.188147
11.699430 -3.431062 0.090921 6.991327 -44.129765 7.995849 -7.293924
11.707072 -2.667806 -0.543132 6.991327 -50.080874 -2.441481 -13.306070
11.714707 -1.808844 -0.751292 7.003290 -49.073763 -11.810663 -19.959105
11.722953 -1.270498 -0.619697 7.012860 -42.207099 -15.900143 -22.553179
11.730610 -0.476138 -0.059816 6.778381 -32.227546 -16.144292 -21.393475
11.738272 0.992950 -0.452211 6.838197 -25.513474 -13.428144 -18.341624
11.746513 2.598419 0.358898 7.670840 -20.325327 -8.911405 -8.575701
11.754145 3.553087 -0.038282 7.412433 -18.127995 -2.746666 2.502518
11.761780 3.900021 -0.066994 7.319120 -10.345775 -2.258370 15.503403
11.770333 3.572228 0.710617 7.656484 -1.342814 2.197333 26.123844
11.778697 1.540867 1.516941 8.333604 1.220740 5.554369 37.110508
11.786424 0.339756 3.586584 8.891092 -3.479110 3.448592 56.886502
11.794762 0.031104 4.502969 9.410297 -13.153478 0.488296 83.864864
11.802995 1.117368 3.531553 9.616065 -23.133030 -2.288888 107.303079
11.810635 3.725358 1.811237 10.029994 -30.182806 1.281777 122.409742
11.819157 6.634822 0.016749 10.393677 -32.685324 16.144292 132.114628
11.827563 9.302628 -1.311173 10.635334 -25.940733 33.692434 132.633442
11.835814 10.836317 -1.763384 11.149754 -16.937773 35.431990 122.470779
11.843490 11.049263 -2.198846 11.460799 -16.327403 21.881771 110.049745
11.851749 11.728776 -2.639094 12.054176 -16.693625 13.855403 95.492416
11.859439 12.350865 -2.249092 11.326811 -17.151402 33.570360 73.397015
11.867840 13.317496 -0.318223 11.171288 -16.083254 50.386059 47.334208
11.876268 12.503995 0.760863 11.676138 -10.559404 48.127689 18.280587
11.885085 11.685708 -0.198590 13.274429 -0.640889 35.401471 -19.318216
11.893441 10.271651 -0.756078 12.867678 10.834071 10.162664 -59.511093
11.901756 8.943730 -1.052767 11.826875 20.264290 -19.745476 -89.877010
11.909984 8.544157 -0.751292 10.879385 27.283547 -41.169469 -108.645894
11.918244 7.003290 -0.253621 9.106430 29.541917 -59.999390 -118.015076
11.926621 6.051015 0.282333 8.046486 24.170660 -74.861904 -118.076113
11.934936 5.658620 1.275283 7.137278 11.261330 -81.392865 -114.047670
11.943138 5.098740 1.354241 6.589361 -6.500443 -74.770348 -104.739525
11.951344 4.380944 1.667678 6.046229 -27.466659 -53.956725 -87.679678
11.958991 3.888058 2.452467 5.845247 -43.000580 -32.532731 -72.206793
11.966628 3.655971 3.615296 6.232856 -58.290353 -6.378368 -52.522355
11.974843 3.433454 3.651186 6.675497 -68.544572 21.973327 -28.473769
11.983803 2.773083 3.256398 7.575134 -71.504868 52.217170 -2.227851
11.992954 1.708353 1.650929 8.809742 -64.119388 76.326792 22.614216
12.001960 0.696261 -0.069387 9.436616 -46.937468 88.869900 43.580432
12.011038 -0.514420 -1.210681 9.840974 -20.722068 84.200568 58.900723
12.019839 -1.442769 -1.466695 10.513309 9.643849 60.457167 68.758202
12.028812 -1.461910 -1.181970 11.111472 34.730064 25.513474 68.300424
12.037911 -1.205896 -0.866140 11.111472 51.484725 -10.162664 56.917020
12.046839 -1.308780 -0.026319 10.824354 58.626057 -42.878506 37.385174
12.055955 -1.323136 1.055159 9.852937 52.980132 -67.934202 13.885922
12.064732 -0.342149 1.760991 8.907840 41.047395 -83.468123 -5.157628
12.073701 0.574236 1.548045 8.199615 27.619251 -88.320566 -16.174810
12.083498 1.490622 0.856569 7.570348 15.442366 -78.524125 -23.682363
12.093372 2.083999 0.547917 6.921940 7.080294 -57.222205 -28.534806
12.102529 2.371117 0.569451 7.055928 4.791406 -35.920286 -27.985473
12.111020 1.985900 0.421107 7.254518 1.739555 -12.756737 -23.163549
12.118702 1.631788 0.308652 7.563170 -0.671407 3.173925 -18.829920
12.126928 1.000128 0.153130 8.144584 -1.525925 16.235847 -13.428144
12.134590 0.672335 0.088528 8.443666 -0.091556 20.630512 -8.667257
12.142810 0.196197 0.136381 8.809742 2.044740 19.348735 -4.394665
12.150448 -0.004785 0.145952 9.020295 4.272591 15.106662 -2.441481
12.158087 -0.114847 0.523991 9.381585 6.103702 9.308145 -1.617481
12.166280 -0.131596 0.811109 9.527537 6.103702 2.624592 -2.533036
12.173894 -0.291903 1.016877 9.503610 4.882962 -4.699850 -4.181036
12.181502 -0.248836 1.076693 9.410297 4.119999 -12.634663 -5.523850
12.189721 -0.141166 0.937919 9.132749 4.425184 -21.942808 -6.042665
12.197377 0.081350 0.727366 8.879128 5.584887 -28.656880 -5.554369
12.205721 0.318223 0.574236 8.534587 8.056887 -32.135990 -3.601184
12.214157 0.624482 0.358898 8.135014 11.963256 -31.800287 -0.946074
12.222550 1.107797 0.433070 7.974706 14.496292 -28.168584 1.373333
12.231025 1.394916 0.579022 8.003418 14.404736 -21.301920 3.295999
